Sample_ID,Truck_Mass_t,Vehicles_Per_Day,Steel_Yield_Strength_MPa,Stress_Amplitude_MPa,SN_Coefficient_C,SN_Exponent_m,Cycles_Per_Day
7714,22.54,4178,378.1,102.03,1.08811E+12,2.893,8356
7715,35.58,4313,399,110.23,7.12041E+11,3.068,8626
7716,31.04,4195,334.3,158.75,1.15022E+12,2.998,8390
7717,39.3,4260,374.9,89.73,1.16012E+12,2.931,8520
7718,33.21,4250,307.5,92.04,1.15694E+12,3.144,8500
7719,23.03,4118,359.1,93.6,8.86867E+11,2.769,8236
7720,35.33,4272,376.5,108.03,9.78108E+11,3,8544
7721,36.59,4083,313.9,120.01,1.03098E+12,3.162,8166
7722,34.69,4200,358.1,107.58,9.54377E+11,2.826,8400
7723,26.54,4186,384.5,108.74,8.48346E+11,3.193,8372
7724,25.84,4187,376.9,87.92,1.32586E+12,3.103,8374
7725,36.46,4215,351.5,106.07,7.72751E+11,3.031,8430
7726,23.68,4183,312.3,114.73,9.30514E+11,2.966,8366
7727,33.61,4193,362.2,80.1,1.05581E+12,3.074,8386
7728,29.16,4264,385.2,91.94,1.0635E+12,3.266,8528
7729,24.39,4148,349.7,70.84,1.02251E+12,3.238,8296
7730,26.11,4207,346.5,94.96,1.07936E+12,2.878,8414
7731,25.13,4259,400,93.78,1.01087E+12,3.121,8518
7732,31.4,4209,332.3,96.78,1.03084E+12,3.212,8418
7733,24.36,4115,339.2,78.05,7.66196E+11,2.763,8230
7734,27.85,4195,362.7,91.62,1.0811E+12,2.973,8390
7735,26.92,4200,303.7,69.36,9.91572E+11,2.958,8400
7736,30.69,4242,359.6,103.05,1.05784E+12,3.18,8484
7737,34.43,4181,354.5,98.28,9.89666E+11,2.84,8362
7738,19.45,4218,353.9,97.2,9.95156E+11,2.548,8436
7739,30.84,4215,374.1,69,9.02273E+11,2.907,8430
7740,24.16,4236,344.6,127.16,9.44032E+11,3.313,8472
7741,27.13,4230,331.6,73.41,1.04035E+12,2.931,8460
7742,27.53,4180,323.3,76.02,1.27031E+12,3.081,8360
7743,37.77,4185,304.4,122.47,1.11626E+12,2.855,8370
7744,37.44,4219,349.9,119.98,1.16001E+12,3.191,8438
7745,26.9,4150,354.9,136.97,1.07722E+12,2.732,8300
7746,26.89,4234,378.1,104.35,9.88707E+11,2.885,8468
7747,37.02,4204,395.4,132.16,9.0004E+11,3.149,8408
7748,31.42,4292,344.3,106.22,1.23959E+12,3.113,8584
7749,39.6,4147,363,124.57,9.4453E+11,2.766,8294
7750,24.16,4223,363.6,110.02,1.0118E+12,2.969,8446
7751,35.21,4204,391.4,115.85,6.48572E+11,2.956,8408
7752,25.39,4239,361,89.03,9.27683E+11,2.943,8478
7753,10.82,4195,371,95.29,7.15677E+11,3.106,8390
7754,32.89,4110,400.8,89.38,1.02238E+12,2.701,8220
7755,22.64,4197,336.3,112.59,1.23594E+12,2.929,8394
7756,32.63,4154,362.6,108.09,1.31504E+12,3.229,8308
7757,26.53,4251,376.8,126.2,9.35822E+11,2.855,8502
7758,35.84,4281,359.2,90.53,1.1466E+12,2.991,8562
7759,20.14,4131,347.7,63.1,7.84807E+11,2.977,8262
7760,18.91,4133,343.5,127.85,7.50891E+11,2.877,8266
7761,37.32,4147,375.2,87.33,6.28031E+11,3.103,8294
7762,34.88,4166,334.9,98.75,9.10619E+11,2.901,8332
7763,28.95,4206,334.2,79.55,1.05707E+12,2.778,8412
7764,18.57,4136,383.6,88.48,1.37691E+12,3.071,8272
7765,33.44,4152,317.2,119.21,9.74681E+11,2.964,8304
7766,43.07,4286,302.2,67.43,9.7837E+11,3.396,8572
7767,26.11,4116,385.6,79.21,1.1196E+12,2.726,8232
7768,25.91,4205,385.6,94.53,1.08672E+12,2.946,8410
7769,23.24,4311,348.7,73.93,7.999E+11,2.701,8622
7770,30.99,4317,385.5,81.77,1.04913E+12,3.022,8634
7771,27.8,4114,329.6,83.1,1.0787E+12,3.103,8228
7772,19.02,4186,347.8,75.5,9.20743E+11,2.878,8372
7773,23.87,4166,355,135.09,1.07656E+12,2.929,8332
7774,33.93,4089,345.5,92.81,1.17907E+12,3.152,8178
7775,21.4,4149,380.6,81.48,8.59779E+11,3.059,8298
7776,29.7,4055,396.8,109.72,6.84872E+11,2.722,8110
7777,34.32,4247,323.3,80.72,1.03589E+12,3.31,8494
7778,32.68,4234,344.7,90.84,5.39428E+11,2.827,8468
7779,17.43,4283,352.2,110.2,9.34243E+11,2.944,8566
7780,31.6,4247,332.3,87.08,8.99806E+11,2.987,8494
7781,21.42,4174,291.5,83.62,9.08029E+11,3.182,8348
7782,15.99,4310,360.2,146.81,1.36971E+12,3.306,8620
7783,29.88,4161,346.5,99.69,1.10537E+12,3.163,8322
7784,18.27,4266,344.4,65.54,9.38679E+11,2.917,8532
7785,26.6,4257,373.4,107.63,1.27834E+12,3.06,8514
7786,35.46,4202,371.7,112.66,1.01933E+12,3.293,8404
7787,31.35,4258,387.9,70.13,1.01213E+12,2.811,8516
7788,27.19,4174,360.3,84.6,9.6252E+11,3.106,8348
7789,33.59,4255,318.8,94.92,1.06121E+12,3.112,8510
7790,28.35,4248,369.7,97.11,1.01007E+12,2.842,8496
7791,32.79,4221,350.5,102.5,1.09108E+12,2.801,8442
7792,34.75,4256,352.9,100.72,7.63005E+11,3.029,8512
7793,21.97,4210,353.4,69.59,1.03307E+12,3.009,8420
7794,37.9,4233,343.8,102.73,1.19613E+12,2.902,8466
7795,27.14,4228,325.6,72.12,1.06888E+12,3.067,8456
7796,28.34,4233,361.7,123.45,9.35064E+11,3.434,8466
7797,29.07,4256,400.5,94.9,9.33924E+11,3.012,8512
7798,26.27,4210,359.5,90.78,9.48178E+11,2.864,8420
7799,25.29,4195,378.4,116.11,1.03078E+12,3.215,8390
7800,31.15,4145,400.8,93.84,1.21879E+12,3.09,8290
7801,24.28,4287,328.5,124.05,7.73944E+11,3.167,8574
7802,30.78,4160,352.6,95.46,1.06837E+12,3.212,8320
7803,32.36,4257,366.6,82.64,8.85142E+11,3.172,8514
7804,24.48,4210,384.3,94.08,7.6523E+11,2.985,8420
7805,25.96,4138,325.4,72.91,1.02474E+12,2.933,8276
7806,31.09,4143,340.6,130.72,8.56978E+11,3.034,8286
7807,27.73,4242,385.9,71.18,1.06998E+12,2.549,8484
7808,31.69,4086,338.5,91.36,9.64972E+11,3.061,8172
7809,27.56,4124,363.1,84.93,8.96236E+11,2.93,8248
7810,25.92,4264,342,104.35,7.95601E+11,3.334,8528
7811,26.58,4222,412.4,92.51,8.83444E+11,2.958,8444
7812,29.78,4214,358.7,118.04,9.0401E+11,3.103,8428
7813,34.94,4244,348.4,94.4,9.48669E+11,2.683,8488
7814,17.82,4231,372.2,98.16,9.24185E+11,3.323,8462
7815,25,4109,307.8,85.67,1.11902E+12,3.063,8218
7816,25.56,4239,344.8,100.39,1.03433E+12,2.96,8478
7817,23.12,4186,354.2,98.16,1.07356E+12,2.978,8372
7818,25.05,4233,372.4,78.3,1.16668E+12,2.531,8466
7819,34.91,4081,337,115.15,8.68851E+11,2.93,8162
7820,33.98,4272,321.1,90.3,9.84948E+11,2.952,8544
7821,24.31,4116,383.3,73.54,1.13549E+12,2.992,8232
7822,19.26,4151,384.5,101.12,8.16211E+11,3.087,8302
7823,30.38,4257,329.1,92.14,7.81265E+11,2.999,8514
7824,30.77,4146,346.5,75.33,1.11976E+12,3.355,8292
7825,20.84,4154,383.6,103.49,1.06024E+12,2.79,8308
7826,29.11,4104,348.2,88.84,7.91871E+11,3.116,8208
7827,30.45,4134,342.4,97.64,7.38026E+11,3.235,8268
7828,31.86,4280,357.6,80.7,9.6989E+11,2.743,8560
7829,24.9,4155,371.2,111.29,9.23993E+11,3.062,8310
7830,30.92,4243,358,106.24,8.89016E+11,3.041,8486
7831,26.94,4103,324.2,76.28,7.08101E+11,3.268,8206
7832,33,4273,326.2,106.35,1.05051E+12,3.093,8546
7833,29.42,4231,372.1,81.3,7.67826E+11,2.858,8462
7834,31.66,4334,357.1,85.17,1.22469E+12,2.886,8668
7835,28,4177,349.1,113.35,9.56243E+11,3.178,8354
7836,26.4,4210,345.3,97.92,9.15474E+11,2.964,8420
7837,29.31,4099,359.1,87.94,9.82321E+11,2.879,8198
7838,33.07,4183,317,80.68,1.09838E+12,3.085,8366
7839,25.7,4217,429.6,114.51,8.95053E+11,2.923,8434
7840,30.06,4192,342.4,94.98,7.55237E+11,2.81,8384
7841,42.49,4174,391.1,84.37,9.68446E+11,2.874,8348
7842,24.08,4146,327.6,86.31,1.05496E+12,2.632,8292
7843,20.05,4188,352.8,90.9,1.02897E+12,3.053,8376
7844,22.27,4180,378.5,128.27,1.27818E+12,2.424,8360
7845,26.22,4193,343,92.99,1.10128E+12,3.199,8386
7846,27.93,4097,361,86.48,9.16016E+11,2.982,8194
7847,14.63,4258,358.8,117.79,1.08257E+12,3.12,8516
7848,16.12,4227,353.3,66.27,8.50284E+11,3.452,8454
7849,32.58,4149,364.2,98.71,1.35726E+12,2.698,8298
7850,19.56,4160,359.1,108.76,9.01898E+11,2.72,8320
7851,31.98,4338,353.6,99.95,8.45204E+11,3.152,8676
7852,35.21,4211,365,81.05,8.57653E+11,3.074,8422
7853,9.63,4138,359.5,95.29,1.00115E+12,3.033,8276
7854,31.23,4208,382.3,118.93,1.05157E+12,3.184,8416
7855,28.15,4275,362,70.19,1.12653E+12,3.344,8550
7856,25.92,4156,340.1,97.19,1.29502E+12,3.166,8312
7857,30.22,4158,344.1,108.72,9.07002E+11,2.222,8316
7858,27.59,4243,415.8,50.24,1.04614E+12,3.265,8486
7859,31.15,4130,383.6,68.34,8.81463E+11,2.876,8260
7860,38.87,4233,343.9,104.93,9.79821E+11,2.963,8466
7861,29.75,4074,331,80.27,9.10796E+11,2.768,8148
7862,20.7,4099,342,91.03,1.07874E+12,3.343,8198
7863,36.24,4287,368.5,94.87,5.72116E+11,3.034,8574
7864,34.62,4185,341,85.98,1.11656E+12,2.769,8370
7865,36.56,4317,371.8,83.5,1.07158E+12,2.877,8634
7866,30.26,4249,359,90.14,1.13097E+12,2.933,8498
7867,33.26,4156,375.2,159.12,1.14958E+12,3.405,8312
7868,39.7,4157,341.7,72.44,8.48186E+11,2.793,8314
7869,27.58,4237,379.5,104.24,1.0313E+12,2.948,8474
7870,24.32,4212,360.9,73.87,8.61694E+11,2.846,8424
7871,36.6,4122,309.3,98.94,1.21466E+12,3.007,8244
7872,25.97,4336,351.1,93.37,1.02481E+12,2.871,8672
7873,34.85,4209,364.3,82.3,7.94934E+11,2.925,8418
7874,24.86,4239,334.6,84.16,1.07017E+12,2.92,8478
7875,25.21,4171,370.9,116.01,1.21991E+12,3.159,8342
7876,29.82,4231,388.7,122.24,9.88117E+11,2.905,8462
7877,29.95,4201,377.4,103.25,1.13996E+12,3.293,8402
7878,23.52,4282,388.2,89.7,9.32333E+11,3.191,8564
7879,37.73,4146,376.3,97.39,8.80753E+11,2.637,8292
7880,25.55,4244,370.5,94.65,9.10501E+11,3.031,8488
7881,32.25,4133,366.1,85.17,9.02232E+11,3.233,8266
7882,22.69,4178,348.8,115.41,1.05871E+12,3.066,8356
7883,24.5,4189,370,79.55,1.00295E+12,2.809,8378
7884,24.72,4117,358.8,106.28,7.9591E+11,2.936,8234
7885,29.05,4118,315.6,109.25,7.54389E+11,2.87,8236
7886,29.05,4278,356.2,84.1,1.20417E+12,3.058,8556
7887,29.38,4030,343.4,108.09,8.47073E+11,2.988,8060
7888,28.21,4162,386.2,97.56,9.46803E+11,3.335,8324
7889,33.58,4175,348,97.2,1.28598E+12,3.117,8350
7890,33.51,4187,359.9,79.28,1.11114E+12,2.854,8374
7891,25.54,4136,321.1,70.21,1.30918E+12,2.899,8272
7892,28.96,4250,381.3,98.19,1.1866E+12,3.263,8500
7893,30.83,4248,416,93.12,1.05306E+12,3.113,8496
7894,32.4,4186,348.5,96.35,1.19332E+12,2.983,8372
7895,31.17,4303,372.8,102.37,9.16668E+11,2.647,8606
7896,26.16,4269,368.2,74.89,9.82487E+11,3.1,8538
7897,26.22,4225,323.1,110.57,9.77932E+11,3.23,8450
7898,28.57,4211,384.9,104.94,9.94543E+11,2.95,8422
7899,31.06,4214,385.2,106.99,1.19185E+12,3.235,8428
7900,21.88,4249,354.2,92.27,1.13335E+12,2.872,8498
7901,22.28,4209,313.1,93.92,1.10194E+12,3.059,8418
7902,25.77,4106,415.5,55.02,1.04034E+12,2.991,8212
7903,28.66,4236,387.1,100.04,9.92265E+11,2.667,8472
7904,24.27,4289,348.9,98.97,1.03743E+12,2.589,8578
7905,25.57,4145,387.5,96.8,9.30351E+11,2.941,8290
7906,23.36,4265,288.2,103.05,1.20467E+12,3.104,8530
7907,31.15,4258,309.2,81.94,9.81069E+11,3.241,8516
7908,16.36,4163,342.8,96.05,1.07907E+12,2.878,8326
7909,28.05,4248,385.3,94.96,1.07348E+12,3.126,8496
7910,24.17,4259,338.4,74.03,9.62361E+11,2.556,8518
7911,28.25,4093,381,107.85,1.07778E+12,3.015,8186
7912,29.2,4197,359.8,71.34,1.07599E+12,3.216,8394
7913,10.41,4322,349.2,106.83,9.9317E+11,3.161,8644
7914,34.69,4224,363.2,75.31,9.96647E+11,2.873,8448
7915,32.36,4244,350.1,74.96,8.24234E+11,3.058,8488
7916,37.4,4196,351.1,98.19,9.51864E+11,3.303,8392
7917,32.71,4148,389.6,79.15,1.13725E+12,3.194,8296
7918,33.48,4192,388.4,133.98,1.20678E+12,3.23,8384
7919,31.33,4366,365.1,125.42,1.19632E+12,2.917,8732
7920,37.5,4223,379.2,99.07,1.09563E+12,3.046,8446
7921,20.23,4251,381.5,87.9,8.47374E+11,3.195,8502
7922,27.52,4173,333.1,87.77,1.19754E+12,2.923,8346
7923,22.68,4273,353.7,70.49,1.35384E+12,3.32,8546
7924,33.29,4227,272.5,114.49,7.61949E+11,3.287,8454
7925,29.64,4291,377.7,101.49,7.91498E+11,3.359,8582
7926,37.72,4115,383.9,91.05,1.18255E+12,2.847,8230
7927,28.96,4211,343.8,92.56,7.35292E+11,2.817,8422
7928,27.08,4206,375.6,89.79,8.44972E+11,3.05,8412
7929,27.09,4317,327.7,123.98,8.58241E+11,2.969,8634
7930,23.71,4061,314.3,127.89,9.61655E+11,2.742,8122
7931,16.09,4159,364.9,82.73,9.36831E+11,2.994,8318
7932,27.92,4215,403.7,78.21,9.51865E+11,3.431,8430
7933,25.55,4166,400,110.02,1.15809E+12,2.765,8332
7934,25.47,4129,361.3,88.92,1.09557E+12,3.163,8258
7935,21.34,4141,370.2,73.69,1.12356E+12,3.047,8282
7936,28.66,4211,389,93.47,9.74642E+11,3.234,8422
7937,21.94,4196,301,74.51,8.92202E+11,2.717,8392
7938,29.69,4206,352.2,107.68,8.82398E+11,2.981,8412
7939,26.69,4296,345.6,85.83,1.08488E+12,2.834,8592
7940,26.18,4166,330.9,116.19,7.69859E+11,2.829,8332
7941,18.73,4247,370.6,84.38,8.80219E+11,3.047,8494
7942,30.04,4199,368,85.11,9.77936E+11,3.252,8398
7943,33.21,4215,333.8,115.89,6.88938E+11,3.148,8430
7944,27.29,4105,406.8,88.91,1.08995E+12,3.136,8210
7945,24.62,4201,350.6,102.73,1.10751E+12,2.958,8402
7946,31.71,4218,290.6,79.65,1.0877E+12,3.124,8436
7947,32.7,4133,352.8,92.21,8.34889E+11,2.846,8266
7948,25.51,4222,346.3,100.49,1.07351E+12,2.828,8444
7949,44.23,4255,419.7,103.83,1.1167E+12,2.987,8510
7950,35.39,4116,361.1,110.98,9.93777E+11,2.943,8232
7951,36.96,4252,372.5,87.32,1.12858E+12,3.009,8504
7952,30.55,4142,370.9,106.99,1.03777E+12,2.999,8284
7953,30.45,4180,337.4,114.01,9.49141E+11,2.901,8360
7954,22.25,4093,344.3,85.3,1.01205E+12,3.035,8186
7955,26.55,4121,366.9,159.44,7.59968E+11,3.299,8242
7956,28.4,4216,344,70.2,1.20096E+12,2.881,8432
7957,32.19,4168,378.8,85.67,1.04918E+12,2.561,8336
7958,25.09,4171,373.5,61.46,1.154E+12,3.378,8342
7959,23.07,4177,351.9,94.9,1.04929E+12,3.268,8354
7960,34.99,4169,372.7,97.65,1.00091E+12,3.238,8338
7961,28.72,4223,330.5,107.51,7.71355E+11,2.893,8446
7962,33.68,4220,362.1,77.68,9.92238E+11,3.101,8440
7963,28.71,4184,342.6,119.4,1.01983E+12,3.129,8368
7964,24.46,4128,368.6,76.01,1.31387E+12,2.759,8256
7965,27.96,4226,383.8,83.5,6.13874E+11,3.096,8452
7966,13.54,4189,343.5,76.86,7.94343E+11,3.022,8378
7967,33.86,4273,320,89.79,1.19975E+12,3.031,8546
7968,31.37,4196,409.7,61.17,1.17807E+12,3.15,8392
7969,35.01,4183,342.5,75.74,1.10497E+12,2.785,8366
7970,26.77,4202,355.9,117.15,1.06236E+12,3.111,8404
7971,39.78,4130,357.2,106.03,8.40343E+11,2.781,8260
7972,35.32,4222,315,110.84,9.76014E+11,3.236,8444
7973,17.66,4221,420.1,123.79,1.13574E+12,3.292,8442
7974,17.55,4231,354.5,103.53,1.33199E+12,3.23,8462
7975,29.58,4177,371.4,116.23,1.00773E+12,3.041,8354
7976,19.84,4147,370.5,70.23,9.70133E+11,3.215,8294
7977,27.17,4261,339.4,88.86,9.92408E+11,3.164,8522
7978,27.01,4226,353.1,99.59,8.85544E+11,3.085,8452
7979,26.2,4334,344.1,98.8,1.03893E+12,2.707,8668
7980,36.95,4187,350.7,132.81,9.77525E+11,3.164,8374
7981,31.43,4261,372.1,90.58,1.15717E+12,2.395,8522
7982,31.85,4177,362.9,81.39,7.83331E+11,2.909,8354
7983,29.44,4350,335,109.5,9.25606E+11,2.891,8700
7984,45.7,4271,363.7,128.16,1.15437E+12,2.951,8542
7985,35.91,4094,363.3,91.85,1.20793E+12,2.842,8188
7986,23.95,4211,358.9,79.42,1.01445E+12,2.823,8422
7987,31.37,4144,311.4,100.73,6.27517E+11,2.505,8288
7988,23.66,4210,330.2,93.85,8.90915E+11,3.047,8420
7989,27.02,4223,367.3,87.08,9.04377E+11,3.412,8446
7990,27.54,4239,353.4,66.68,9.50824E+11,2.768,8478
7991,19.8,4272,422.3,80.91,9.08713E+11,2.709,8544
7992,17,4253,338.5,95.59,1.08432E+12,2.907,8506
7993,20.83,4208,371.3,114.68,1.04931E+12,2.544,8416
7994,31.29,4169,398.3,67.99,1.00707E+12,2.618,8338
7995,11.5,4068,305.9,124.5,9.37812E+11,3.061,8136
7996,31.61,4252,355.8,85.76,1.29403E+12,2.617,8504
7997,15.4,4201,364.4,78.19,1.18356E+12,2.927,8402
7998,23.31,4314,345.9,120.26,7.6342E+11,3.069,8628
7999,24.83,4219,369.4,102.13,8.60099E+11,2.878,8438
8000,32.42,4212,312.3,86.14,9.45413E+11,3.017,8424
8001,28.02,4265,290.3,75.08,8.62376E+11,3.24,8530
8002,21.49,4201,356.3,87.97,1.12107E+12,2.911,8402
8003,24.51,4204,326.3,128.22,8.48958E+11,3.018,8408
8004,29.48,4235,378.7,101.93,1.18983E+12,2.887,8470
8005,34.45,4132,330,72.69,9.19317E+11,3.282,8264
8006,29.63,4179,380.4,81.94,9.17752E+11,2.92,8358
8007,27.34,4050,345.8,108.61,8.95332E+11,2.857,8100
8008,26.44,4135,338.7,102.92,8.3866E+11,3.124,8270
8009,37.36,4259,325.8,115.74,1.09571E+12,2.858,8518
8010,23.13,4286,359.4,122.24,1.08318E+12,3.156,8572
8011,25.26,4129,342.4,125.59,7.32329E+11,3.014,8258
8012,30.1,4281,362.1,96.43,7.5198E+11,3.302,8562
8013,35.61,4113,390.7,99.72,9.68108E+11,3.196,8226
8014,17.75,4080,368,50.63,9.51537E+11,3.046,8160
8015,33.79,4254,368.6,108.43,7.4274E+11,3.222,8508
8016,34.89,4245,386.1,108.75,1.19315E+12,3.016,8490
8017,29.52,4208,325.7,117.85,1.12037E+12,3.084,8416
8018,16.7,4146,311.5,84.34,9.84071E+11,3.059,8292
8019,23.71,4238,403.4,81.3,7.23021E+11,3.148,8476
8020,27.12,4253,356.2,86.45,1.00536E+12,3.317,8506
8021,29.68,4235,388,97.87,8.8072E+11,2.942,8470
8022,20.56,4127,353.9,73.58,1.09421E+12,3.182,8254
8023,26.5,4326,344,98.43,9.5421E+11,3.302,8652
8024,32.23,4263,311.8,118.56,1.00161E+12,2.797,8526
8025,24.7,4282,405.6,83.86,8.15572E+11,3.128,8564
8026,26.16,4209,337.3,120.89,1.10997E+12,3.04,8418
8027,25.2,4063,362.3,108.18,1.07084E+12,3.175,8126
8028,19.49,4169,373.4,112.11,1.02603E+12,2.856,8338
8029,25.82,4213,339.8,91.7,1.03641E+12,3.329,8426
8030,26.66,4201,359.8,87.09,1.20052E+12,2.952,8402
8031,32.43,4256,374.2,117.99,9.39551E+11,3.349,8512
8032,23.2,4160,342.7,96.95,9.65157E+11,3.076,8320
8033,20.14,4191,358.4,87.56,7.13369E+11,3.454,8382
8034,25.02,4215,333.2,96.01,1.14427E+12,2.889,8430
8035,22.67,4204,344,113.95,9.69576E+11,3.075,8408
8036,31.3,4134,332.2,103.93,1.12852E+12,3.144,8268
8037,24.6,4208,371.6,110.27,8.79712E+11,2.664,8416
8038,18.61,4357,400.9,99.2,1.05194E+12,2.898,8714
8039,31.57,4113,369.1,88.36,1.11291E+12,2.969,8226
8040,27.5,4183,348.1,96.01,9.41057E+11,3.267,8366
8041,29.02,4121,368,76.51,9.05748E+11,3.093,8242
8042,30.34,4160,348.5,97.05,7.39389E+11,2.991,8320
8043,34.28,4170,313.3,97.83,9.26543E+11,3.307,8340
8044,22.47,4300,409.7,133.65,1.36575E+12,3.063,8600
8045,31.68,4209,370.9,108.18,1.3708E+12,3.085,8418
8046,28.38,4257,347,91.05,1.10834E+12,3.191,8514
8047,28.3,4175,340.7,108.5,1.02632E+12,3.038,8350
8048,27.36,4251,361.3,79.11,1.27432E+12,2.771,8502
8049,25.16,4184,359,102.3,1.20571E+12,3.233,8368
8050,29.23,4202,361.4,87.66,1.13122E+12,2.767,8404
8051,28.12,4220,358.6,96.8,1.13952E+12,3.011,8440
8052,32.02,4133,359.6,87.01,1.09539E+12,3.056,8266
8053,36.84,4194,339.3,105.01,1.16675E+12,3.14,8388
8054,22.05,4124,353.8,99.85,1.01448E+12,2.871,8248
8055,39.58,4122,375.6,113.06,1.18044E+12,3.078,8244
8056,34.44,4155,354.6,117.12,9.35814E+11,3.222,8310
8057,21.13,4238,322.9,106.5,1.12317E+12,2.998,8476
8058,27.17,4338,354.8,88.35,1.00783E+12,2.912,8676
8059,27.94,4194,375.3,79.35,8.92608E+11,2.958,8388
8060,34.95,4214,388.2,111.62,9.02813E+11,2.921,8428
8061,22.17,4172,362.1,82.4,1.16875E+12,3.163,8344
8062,38.18,4215,388.3,90.18,1.24165E+12,3.252,8430
8063,21.5,4283,327,97.99,1.18829E+12,2.966,8566
8064,25.8,4135,339.2,101.2,8.30529E+11,2.891,8270
8065,24.29,4198,352.8,86.93,8.36703E+11,2.626,8396
8066,20.55,4249,327.1,77.97,9.86312E+11,3.046,8498
8067,21.21,4181,320.3,81.99,1.15642E+12,3.08,8362
8068,24.45,4255,332.6,86.28,1.0931E+12,2.683,8510
8069,26.37,4247,380.1,87.98,9.82319E+11,2.537,8494
8070,24.28,4156,340.7,103.39,8.95352E+11,2.949,8312
8071,22.42,4284,339.9,82.74,1.2056E+12,2.681,8568
8072,12.54,4205,337.6,113.67,8.18256E+11,3.032,8410
8073,26.3,4330,357.7,81.91,8.03704E+11,3.022,8660
8074,39.19,4132,361.4,74.48,9.51931E+11,3.042,8264
8075,37.86,4172,352,85.37,1.03288E+12,3.258,8344
8076,34.87,4102,347.1,92.97,8.98964E+11,3.116,8204
8077,25.61,4219,315.7,105.04,1.03976E+12,2.919,8438
8078,31.03,4262,362.8,107.89,1.10816E+12,3.234,8524
8079,24.77,4058,352.8,90.34,9.50289E+11,3.087,8116
8080,25.15,4213,379.9,101.76,1.0889E+12,3.23,8426
8081,28.91,4189,342.8,118.37,6.91815E+11,3.003,8378
8082,34.06,4235,340.4,76.64,8.09363E+11,3.371,8470
8083,25.02,4329,384.2,159.43,8.44443E+11,2.717,8658
8084,24.04,4200,324.3,84.95,1.28501E+12,2.901,8400
8085,27.76,4134,346.3,87.18,8.47051E+11,2.869,8268
8086,19.11,4182,309.3,105.15,8.3825E+11,2.856,8364
8087,33.09,4161,322,110.01,1.05795E+12,3.113,8322
8088,34.07,4145,349.1,105.55,9.46919E+11,3.416,8290
8089,35.04,4034,369.1,97.72,8.63005E+11,2.898,8068
8090,32.6,4143,347.2,95.65,7.87187E+11,2.99,8286
8091,24.45,4299,404,90.93,1.27436E+12,3.286,8598
8092,26.57,4265,346.3,75.24,1.08067E+12,2.858,8530
8093,22.39,4302,378,104.45,7.19479E+11,3.573,8604
8094,29.83,4190,337.1,104.55,9.70723E+11,3.016,8380
8095,41,4187,350.8,124.19,1.12467E+12,2.703,8374
8096,22.14,4198,293.6,101.11,1.15789E+12,3.392,8396
8097,31.91,4172,374.1,96.61,9.68977E+11,3.156,8344
8098,36.21,4247,363.4,95.43,1.05954E+12,2.728,8494
8099,21.79,4188,371.6,60.06,1.02747E+12,3.095,8376
8100,40.71,4229,342.6,97.53,1.13139E+12,3.045,8458
8101,24.03,4287,382,96.92,9.18515E+11,2.743,8574
8102,27.38,4138,333,122.36,8.39157E+11,2.923,8276
8103,30.5,4137,328.3,92.39,1.05694E+12,3.339,8274
8104,33.56,4189,342.7,103.32,8.50078E+11,2.871,8378
8105,32.77,4150,329.4,134.86,1.08677E+12,2.853,8300
8106,26.53,4174,338.8,108.56,8.61079E+11,2.912,8348
8107,24.1,4220,355.9,82.41,8.91098E+11,3.102,8440
8108,14.06,4181,323.1,77.87,1.01519E+12,3.004,8362
8109,25,4310,329,84.63,7.5838E+11,2.847,8620
8110,35.55,4181,355.2,86.56,1.05373E+12,2.653,8362
8111,23.3,4229,359.3,120.62,1.12755E+12,3.029,8458
8112,31.69,4374,355.6,109.49,1.21575E+12,3.288,8748
8113,32.25,4198,344.3,113.11,1.07845E+12,3.253,8396
8114,29.03,4169,356.8,107.51,1.06005E+12,3.316,8338
8115,24.7,4171,349.7,66.09,1.26931E+12,2.981,8342
8116,24.72,4125,356.9,121.3,9.71115E+11,3.028,8250
8117,27.74,4136,388.5,68.5,1.00627E+12,3.046,8272
8118,17.52,4201,319.3,102.28,8.93682E+11,3.126,8402
8119,36.37,4263,391.7,94.94,7.12654E+11,3.168,8526
8120,21.76,3990,356.7,110.21,8.33362E+11,2.991,7980
8121,24.27,4258,357.3,115.15,7.37252E+11,3.142,8516
8122,24.31,4168,327,86.17,1.00634E+12,2.549,8336
8123,26.28,4176,389.8,71.99,8.59176E+11,2.862,8352
8124,30.3,4134,317.1,94.43,7.00816E+11,3.107,8268
8125,35.24,4183,374,116.48,1.13685E+12,2.755,8366
8126,29.38,4177,312.7,89.39,1.07962E+12,2.799,8354
8127,37.44,4162,346.3,101.03,1.1468E+12,3.18,8324
8128,25.83,4103,368.3,66.13,9.77062E+11,3.019,8206
8129,32.18,4262,377.5,93.79,9.55512E+11,3.093,8524
8130,32.8,4168,357.6,132.49,9.30171E+11,2.986,8336
8131,28.93,4236,374.2,83.64,7.40046E+11,2.945,8472
8132,32.05,4138,344.4,68.06,1.24933E+12,3.147,8276
8133,21.97,4259,342.5,96.06,1.11609E+12,2.886,8518
8134,35.99,4116,314.2,92.38,8.06116E+11,3.04,8232
8135,32.93,4225,366.1,103.92,9.41651E+11,2.86,8450
8136,29.07,4209,352.4,125.14,9.87241E+11,3.102,8418
8137,25.97,4258,363.3,108.83,1.10312E+12,2.954,8516
